BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,fips,state,county_name,state_name,latitude,longitude
200106,19,1030,200106,19,1430,1116234,5252042,CALIFORNIA,6.0,2001,June,wildfire,C,71,SAN BERNARDINO,SGX,19-JUN-01 10:30:00,PST,19-JUN-01 14:30:00,0,0,0,0,0.0,0.0,NEWSPAPER,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,CAJON,0.0,No direction,CAJON,0.0,0.0,0.0,0.0,"A brush fire near the junction of Interstate 5 and Highway 138 burnt 125 acres and forced the closure of both highways and the Union Pacific railroad tracks. Named the Baldy Fire, it was quicky contained.",No entry,6071,CA,San Bernardino County,California,34.83,-116.19
200107,12,1230,200107,12,1330,1118798,5258023,CALIFORNIA,6.0,2001,July,wildfire,C,71,SAN BERNARDINO,SGX,12-JUL-01 12:30:00,PST,12-JUL-01 13:30:00,0,0,0,0,350000.0,0.0,NEWSPAPER,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,RIALTO,0.0,No direction,RIALTO,0.0,0.0,0.0,0.0,A 20 acre brush fire consumed a 100 year old farmhouse and a garage. Firefighters were able to save two other homes in the path of the flames.,No entry,6071,CA,San Bernardino County,California,34.83,-116.19
200107,27,917,200107,28,1700,1118800,5258025,CALIFORNIA,6.0,2001,July,wildfire,C,71,SAN BERNARDINO,SGX,27-JUL-01 09:17:00,PST,28-JUL-01 17:00:00,0,0,0,0,0.0,0.0,TRAINED SPOTTER,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,CAJON,0.0,No direction,CAJON,0.0,0.0,0.0,0.0,"A spark from a passing train started a brush fire that grew to 685 acres. The blaze briefly threatened the community of Lytle Creek, power transmission lines, and a ranch where animals are trained for movies. No injuries occurred, nor were any structures burned.",No entry,6071,CA,San Bernardino County,California,34.83,-116.19
200109,15,1130,200109,15,1300,1122898,5269142,CALIFORNIA,6.0,2001,September,wildfire,C,71,SAN BERNARDINO,SGX,15-SEP-01 11:30:00,PST,15-SEP-01 13:00:00,0,0,0,0,10000.0,0.0,NEWSPAPER,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,SAN BERNARDINO ARPT,0.0,No direction,SAN BERNARDINO ARPT,0.0,0.0,0.0,0.0,A two acre brush fire caused minor damage to vacant buildings near the San Bernardino International Airport.,No entry,6071,CA,San Bernardino County,California,34.83,-116.19
200110,12,1300,200110,12,1315,1123664,5269762,CALIFORNIA,6.0,2001,October,wildfire,C,71,SAN BERNARDINO,SGX,12-OCT-01 13:00:00,PST,12-OCT-01 13:15:00,0,0,0,0,0.0,0.0,NEWSPAPER,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,BIG BEAR LAKE,0.0,No direction,BIG BEAR LAKE,0.0,0.0,0.0,0.0,"The season's first Santa Ana winds fanned several brush fires, and started several others by banging power lines together. Smoke and the proximity of flames prompting the evacuation of students at a college in Yucaipa. The winds also blew dust and debris across freeways between Fontana and Rialto during the morning commute, stopping traffic at times.",No entry,6071,CA,San Bernardino County,California,34.83,-116.19
200110,12,1345,200110,12,1400,1123664,5269763,CALIFORNIA,6.0,2001,October,wildfire,C,71,SAN BERNARDINO,SGX,12-OCT-01 13:45:00,PST,12-OCT-01 14:00:00,0,0,0,0,0.0,0.0,NEWSPAPER,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,FONTANA,0.0,No direction,FONTANA,0.0,0.0,0.0,0.0,"The season's first Santa Ana winds fanned several brush fires, and started several others by banging power lines together. Smoke and the proximity of flames prompting the evacuation of students at a college in Yucaipa. The winds also blew dust and debris across freeways between Fontana and Rialto during the morning commute, stopping traffic at times.",No entry,6071,CA,San Bernardino County,California,34.83,-116.19
200110,12,1730,200110,12,1900,1123664,5269764,CALIFORNIA,6.0,2001,October,wildfire,C,71,SAN BERNARDINO,SGX,12-OCT-01 17:30:00,PST,12-OCT-01 19:00:00,0,0,0,0,0.0,0.0,NEWSPAPER,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,CAJON,0.0,No direction,CAJON,0.0,0.0,0.0,0.0,"The season's first Santa Ana winds fanned several brush fires, and started several others by banging power lines together. Smoke and the proximity of flames prompting the evacuation of students at a college in Yucaipa. The winds also blew dust and debris across freeways between Fontana and Rialto during the morning commute, stopping traffic at times.",No entry,6071,CA,San Bernardino County,California,34.83,-116.19
200108,10,1300,200108,10,1700,1121230,5263073,CALIFORNIA,6.0,2001,August,wildfire,C,71,SAN BERNARDINO,SGX,10-AUG-01 13:00:00,PST,10-AUG-01 17:00:00,0,0,0,0,0.0,0.0,NEWSPAPER,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,LAKE ARROWHEAD,0.0,No direction,LAKE ARROWHEAD,0.0,0.0,0.0,0.0,"A wild fire consumed three acres in steep terrain. It took eight fire engines, two air tankers, one helicopter, and 120 firefighters to control the blaze and keep it from reaching nearby structures and the National Forest.",No entry,6071,CA,San Bernardino County,California,34.83,-116.19
200107,1,1159,200107,1,1211,1118770,5257995,CALIFORNIA,6.0,2001,July,wildfire,C,71,SAN BERNARDINO,SGX,01-JUL-01 11:59:00,PST,01-JUL-01 12:11:00,0,0,0,0,0.0,0.0,NEWSPAPER,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,FONTANA,0.0,No direction,FONTANA,0.0,0.0,0.0,0.0,A brush fire consumed one acre along a fence line and briefly threatened homes. No structures were burned.,No entry,6071,CA,San Bernardino County,California,34.83,-116.19
200107,3,1300,200107,3,1335,1118782,5258007,CALIFORNIA,6.0,2001,July,wildfire,C,71,SAN BERNARDINO,SGX,03-JUL-01 13:00:00,PST,03-JUL-01 13:35:00,0,0,0,0,0.0,0.0,NEWSPAPER,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,3.0,W,CHINO,3.0,W,CHINO,0.0,0.0,0.0,0.0,A brush fire consumed 5 acres along Central and Monte vista avenues in the Chino Hills area.,No entry,6071,CA,San Bernardino County,California,34.83,-116.19
200109,24,1300,200109,24,2000,1122902,5269147,CALIFORNIA,6.0,2001,September,wildfire,C,71,SAN BERNARDINO,SGX,24-SEP-01 13:00:00,PST,24-SEP-01 20:00:00,0,0,0,0,200000.0,0.0,NEWSPAPER,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,LYTLE CREEK,0.0,No direction,FONTANA,0.0,0.0,0.0,0.0,"Several brush fires were fueled by daytime temperatures over 100 degrees and dry east winds. The Duncan Canyon fire, near the mouth of Lytle Creek, burned over 200 acres and one home. The Devils Canyon Fire, north of California State University - San Bernardino, burned 150 acres. The fire southwest of Idyllwild was caused by a car rolling down an embankment, 60 acres were burned. The fire in South San Diego County scorched hillsides along Interstate 805 and made a run towards auto-dismantling yards in the Otay Mesa area before being controlled.",No entry,6071,CA,San Bernardino County,California,34.83,-116.19
200109,23,2000,200109,25,1700,1122902,5269149,CALIFORNIA,6.0,2001,September,wildfire,C,71,SAN BERNARDINO,SGX,23-SEP-01 20:00:00,PST,25-SEP-01 17:00:00,0,0,0,0,0.0,0.0,NEWSPAPER,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,5.0,N,SAN BERNARDINO,5.0,N,SAN BERNARDINO,0.0,0.0,0.0,0.0,"Several brush fires were fueled by daytime temperatures over 100 degrees and dry east winds. The Duncan Canyon fire, near the mouth of Lytle Creek, burned over 200 acres and one home. The Devils Canyon Fire, north of California State University - San Bernardino, burned 150 acres. The fire southwest of Idyllwild was caused by a car rolling down an embankment, 60 acres were burned. The fire in South San Diego County scorched hillsides along Interstate 805 and made a run towards auto-dismantling yards in the Otay Mesa area before being controlled.",No entry,6071,CA,San Bernardino County,California,34.83,-116.19
200109,24,1545,200109,24,1745,1122902,5269148,CALIFORNIA,6.0,2001,September,wildfire,C,71,SAN BERNARDINO,SGX,24-SEP-01 15:45:00,PST,24-SEP-01 17:45:00,0,0,0,0,0.0,0.0,NEWSPAPER,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,RIALTO,0.0,No direction,RIALTO,0.0,0.0,0.0,0.0,"Several brush fires were fueled by daytime temperatures over 100 degrees and dry east winds. The Duncan Canyon fire, near the mouth of Lytle Creek, burned over 200 acres and one home. The Devils Canyon Fire, north of California State University - San Bernardino, burned 150 acres. The fire southwest of Idyllwild was caused by a car rolling down an embankment, 60 acres were burned. The fire in South San Diego County scorched hillsides along Interstate 805 and made a run towards auto-dismantling yards in the Otay Mesa area before being controlled.",No entry,6071,CA,San Bernardino County,California,34.83,-116.19
200110,12,1112,200110,12,1210,1123664,5269761,CALIFORNIA,6.0,2001,October,wildfire,C,71,SAN BERNARDINO,SGX,12-OCT-01 11:12:00,PST,12-OCT-01 12:10:00,0,0,0,0,0.0,0.0,NEWSPAPER,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,YUCAIPA,0.0,No direction,YUCAIPA,0.0,0.0,0.0,0.0,"The season's first Santa Ana winds fanned several brush fires, and started several others by banging power lines together. Smoke and the proximity of flames prompting the evacuation of students at a college in Yucaipa. The winds also blew dust and debris across freeways between Fontana and Rialto during the morning commute, stopping traffic at times.",No entry,6071,CA,San Bernardino County,California,34.83,-116.19
200201,11,1053,200201,11,1515,1130057,5277529,CALIFORNIA,6.0,2002,January,wildfire,C,71,SAN BERNARDINO,SGX,11-JAN-02 10:53:00,PST,11-JAN-02 15:15:00,0,0,0,0,0.0,0.0,NEWSPAPER,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,COLTON,0.0,No direction,RIALTO,0.0,0.0,0.0,0.0,Brush fire broke out in the Santa Ana River valley.,No entry,6071,CA,San Bernardino County,California,34.83,-116.19
200201,24,915,200201,24,1100,1130064,5277650,CALIFORNIA,6.0,2002,January,wildfire,C,71,SAN BERNARDINO,SGX,24-JAN-02 09:15:00,PST,24-JAN-02 11:00:00,0,0,0,0,45000.0,0.0,NEWSPAPER,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,SAN BERNARDINO,0.0,No direction,SAN BERNARDINO,0.0,0.0,0.0,0.0,"Santa Ana winds gusted between 60 to 70 mph for several days across Southwest California. A semi-tractor trailer rig was blown over in Fontana. Blowing dust was reported in Temecula. A power pole was blown down at Pedley. A manufactured home being towed along Interstate 8 was blown over. The strong winds also fanned several small fires into 100 acre wildfires. Nearby homes were evacuated. In San Bernardino,  one house was damaged and a few outlying structures were destroyed by the flames.",No entry,6071,CA,San Bernardino County,California,34.83,-116.19
200202,10,338,200202,10,800,1130924,5283692,CALIFORNIA,6.0,2002,February,wildfire,C,71,SAN BERNARDINO,SGX,10-FEB-02 03:38:00,PST,10-FEB-02 08:00:00,0,0,0,0,0.0,0.0,LAW ENFORCEMENT,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,YUCAIPA,0.0,No direction,YUCAIPA,0.0,0.0,0.0,0.0,"Santa Ana winds began on the morning of 2/9/02, they diminished slightly during the following night, but then increased in strength the following morning, peaking around midday on 2/10/02. Three semi-tractor trailer rigs were blown over on Interstates 15, 215 and 8 the first day, and another that night. These blocked most of the traffic lanes in both directions and could not be cleared until the following afternoon due to the strong winds. Blowing dust and sand further disrupted traffic by reducing visibility to near zero and sandblasting windshields. Signs, trees, power poles, and fences were blown down in many communities. The roofs of several houses were damaged. Twelve million pounds of avocado were blown off of trees in north San Diego County. The high winds also caused the numerous brush fires, started by downed power lines, to grow rapidly in the high winds. One that began in the Santa Ana Mountains west of Corona, spread quickly westward, jumped a highway, and burned 2400 acres before containment. Only a few outbuildings were damaged. Another wildfire,  just south of the U.S. border,  in eastern Tijuana, killed a 20 year old woman and destroyed 50 houses. The largest wild fire, named the Gavilan Fire, consumed 5783 acres between Fallbrook and Camp Pendleton before it could be contained three days later. It destroyed 44 houses, 40 vehicles (including two fire engines), 49 outbuildings; caused structural damage to 14 houses; and injured  12 residents and 7 fire fighters.  Several avocado orchards, containing thousands of  trees, were destroyed.",No entry,6071,CA,San Bernardino County,California,34.83,-116.19
200202,9,1600,200202,9,1600,1130924,5283684,CALIFORNIA,6.0,2002,February,wildfire,C,71,SAN BERNARDINO,SGX,09-FEB-02 16:00:00,PST,09-FEB-02 16:00:00,0,0,0,0,0.0,0.0,NEWSPAPER,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,FONTANA,0.0,No direction,FONTANA,0.0,0.0,0.0,0.0,"Santa Ana winds began on the morning of 2/9/02, they diminished slightly during the following night, but then increased in strength the following morning, peaking around midday on 2/10/02. Three semi-tractor trailer rigs were blown over on Interstates 15, 215 and 8 the first day, and another that night. These blocked most of the traffic lanes in both directions and could not be cleared until the following afternoon due to the strong winds. Blowing dust and sand further disrupted traffic by reducing visibility to near zero and sandblasting windshields. Signs, trees, power poles, and fences were blown down in many communities. The roofs of several houses were damaged. Twelve million pounds of avocado were blown off of trees in north San Diego County. The high winds also caused the numerous brush fires, started by downed power lines, to grow rapidly in the high winds. One that began in the Santa Ana Mountains west of Corona, spread quickly westward, jumped a highway, and burned 2400 acres before containment. Only a few outbuildings were damaged. Another wildfire,  just south of the U.S. border,  in eastern Tijuana, killed a 20 year old woman and destroyed 50 houses. The largest wild fire, named the Gavilan Fire, consumed 5783 acres between Fallbrook and Camp Pendleton before it could be contained three days later. It destroyed 44 houses, 40 vehicles (including two fire engines), 49 outbuildings; caused structural damage to 14 houses; and injured  12 residents and 7 fire fighters.  Several avocado orchards, containing thousands of  trees, were destroyed.",No entry,6071,CA,San Bernardino County,California,34.83,-116.19
200203,2,1245,200203,2,1400,1131526,5281710,CALIFORNIA,6.0,2002,March,wildfire,C,71,SAN BERNARDINO,SGX,02-MAR-02 12:45:00,PST,02-MAR-02 14:00:00,0,0,0,0,5000.0,0.0,NEWSPAPER,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,GRAND TERRACE,0.0,No direction,GRAND TERRACE,0.0,0.0,0.0,0.0,"A wild fire fanned by 30-40 mph winds, consumed a 20 foot by 20 foot stack of wooden pallets and 5 acres of brush before it was put out.",No entry,6071,CA,San Bernardino County,California,34.83,-116.19
200205,21,1251,200205,21,1400,1134467,5291436,CALIFORNIA,6.0,2002,May,wildfire,C,71,SAN BERNARDINO,SGX,21-MAY-02 12:51:00,PST,21-MAY-02 14:00:00,0,0,0,0,0.0,0.0,LAW ENFORCEMENT,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,1.0,NE,MUSCOY,1.0,NE,MUSCOY,0.0,0.0,0.0,0.0,"Grass fire reported near the freeway, no burned acreage reported.",No entry,6071,CA,San Bernardino County,California,34.83,-116.19
200205,31,1030,200205,31,2359,1134469,5291438,CALIFORNIA,6.0,2002,May,wildfire,C,71,SAN BERNARDINO,SGX,31-MAY-02 10:30:00,PST,31-MAY-02 23:59:00,0,0,0,0,0.0,0.0,NEWSPAPER,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,6.0,NE,SAN BERNARDINO,6.0,NE,SAN BERNARDINO,0.0,0.0,0.0,0.0,"A wild fire that began at Arrowhead Springs Resort from a spark from a firefighter training class, was still active as the month of May closed.",No entry,6071,CA,San Bernardino County,California,34.83,-116.19
200206,24,1615,200206,24,1900,1136478,5297242,CALIFORNIA,6.0,2002,June,wildfire,C,71,SAN BERNARDINO,SGX,24-JUN-02 16:15:00,PST,24-JUN-02 19:00:00,0,0,0,0,80000.0,0.0,NEWSPAPER,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,CRESTLINE,0.0,No direction,CRESTLINE,0.0,0.0,0.0,0.0,"The fire began from a malfunction of a power line running through a steep canyon. About 150 firefighters, responding from all the surrounding communities, and assisted by air tankers and helicopters, were able to contain the blaze to 10 acres. Eight power lines were scorched, but power was not disrupted.",No entry,6071,CA,San Bernardino County,California,34.83,-116.19
200206,26,1515,200206,29,1700,1136476,5297240,CALIFORNIA,6.0,2002,June,wildfire,C,71,SAN BERNARDINO,SGX,26-JUN-02 15:15:00,PST,29-JUN-02 17:00:00,1,0,0,0,2000000.0,0.0,NEWSPAPER,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,CAJON,5.0,SE,WRIGHTWOOD,0.0,0.0,0.0,0.0,"Named the Louisiana fire, it began from a burning car in the Cajon Pass near Pitman Canyon. Fanned by 20 mph winds, it grew to more than 200 acres in two hours and destroyed three residences and three outbuildings. Before the first day was over, 1300 acres had burned. Eventually 6532 acres would be burned, along with numerous infrastructure supporting utilities and highway transportation before it was fully contained three days later. Smoke, flames, and heat from the fire halted ground and air transportation across the San Bernardino Mountains and between the High Desert and the Inland Empire of San Bernardino County for two days. Between 50 to 70 trains and 13,000 trucks move through the Cajon Pass on a daily basis. This blockage affected shipping in and out of Long Beach Harbor, a major West Coast shipping port. In addition to burning 57 power poles, heat from the fire forced the shutting down of all power transmission lines and a natural gas line across the mountains. These outages in turn affected about 500,000 customers in communities far removed from the incident site. Initially 40 homes were evacuated the first day in the Swarthout Canyon area.  A flare up on the second day forced an evacuation of 100 homes in the Mormon Rocks area. Smoke blown over the Victor Valley caused air quality to dip below healthful levels at times. In addition to the property damage, an additional $3 million was spent fighting the fire.",No entry,6071,CA,San Bernardino County,California,34.83,-116.19
200206,1,0,200206,6,1700,1136458,5297168,CALIFORNIA,6.0,2002,June,wildfire,C,71,SAN BERNARDINO,SGX,01-JUN-02 00:00:00,PST,06-JUN-02 17:00:00,3,0,0,0,300000.0,0.0,NEWSPAPER,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,6.0,NE,SAN BERNARDINO,6.0,NE,SAN BERNARDINO,0.0,0.0,0.0,0.0,"A wild fire that began from a spark that came from a firefighting  training class on the Arrowhead Springs Resort,  burned for 6 days before it was brought under control Three fire fighters were injured, three storage buildings were destroyed, the main hotel building's suffered smoke damage, and 2500 acres were burned. The cost of fighting the fire was placed at $4 million.",No entry,6071,CA,San Bernardino County,California,34.83,-116.19
